email_id,fecha_raw,asunto_raw,remitente,zona,texto_mail,thread_id
265,"Mar 07, 2025",Cobro incorrecto,cliente123@outlook.com,San Miguel,Espero una pronta respuesta. No es la primera vez que pasa esto.,1226
266,"May 20, 2025",Re: Re: falta producto,usuario@yahoo.com,José C. Paz,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. Muy mal servicio. Espero una pronta respuesta.",1226
267,16/04/25,RECLAMO pedido no llego,usuario@yahoo.com,San Isidro,"No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Aguardo solución urgente.",1227
268,"Jan 16, 2025",Reclamo por cobro,cliente123@outlook.com,Vicente López,Aguardo solución urgente. Muy mal servicio.,1228
269,2025/01/05,RECLAMO pedido no llego,reclamos@hotmail.com,Vicente López,"Muy mal servicio. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1229
270,03/03/25,Re: Re: falta producto,reclamos@hotmail.com,San Martín,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1229
271,28/04/25,No recibí mi pedido,usuario@yahoo.com,Escobar,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. Muy mal servicio. No es la primera vez que pasa esto.",1230
272,"Apr 07, 2025",No recibí mi pedido,cliente@gmail.com,Vicente López,"No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. Espero una pronta respuesta.",1231
273,2025-05-25 00:00,Cobro incorrecto,cliente@gmail.com,Tigre,Aguardo solución urgente. Muy mal servicio.,1232
274,2025-01-12 00:00,Problema con el repartidor,reclamos@hotmail.com,José C. Paz,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Muy mal servicio. Aguardo solución urgente.",1233
275,31/05/25,MAL SERVICIO,cliente123@outlook.com,San Isidro,No es la primera vez que pasa esto. Aguardo solución urgente. Espero una pronta respuesta.,1234
276,2025/06/23,No recibí mi pedido,cliente123@outlook.com,San Fernando,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. Aguardo solución urgente. Muy mal servicio.",1235
277,2025-03-01 00:00,Re: Pedido incompleto,reclamos@hotmail.com,Malvinas Argentinas,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. No es la primera vez que pasa esto.",1235
278,2025/02/28,Servicio pésimo,cliente123@outlook.com,Malvinas Argentinas,Aguardo solución urgente. Muy mal servicio.,1236
279,2025/06/08,Demora en entrega,usuario@yahoo.com,San Isidro,Espero una pronta respuesta. No es la primera vez que pasa esto.,1237
280,12/06/25,No recibí mi pedido,cliente123@outlook.com,San Martín,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. Muy mal servicio.",1238
281,2025/04/24,Error en la factura,reclamos@hotmail.com,San Isidro,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1239
282,"Apr 25, 2025",Re: Pedido incompleto,cliente@gmail.com,Vicente López,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1239
283,2025-04-09 00:00,Cobro incorrecto,reclamos@hotmail.com,Malvinas Argentinas,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Espero una pronta respuesta.",1240
284,"Jun 25, 2025",Pedido incompleto,usuario@yahoo.com,San Fernando,Espero una pronta respuesta. Aguardo solución urgente. No es la primera vez que pasa esto.,1241
285,17/01/25,Re: Re: falta producto,cliente123@outlook.com,Escobar,"Espero una pronta respuesta. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1241
286,06/03/25,Reclamo por cobro,cliente123@outlook.com,Tigre,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Muy mal servicio.",1242
287,2025/04/12,RECLAMO pedido no llego,cliente123@outlook.com,San Martín,Espero una pronta respuesta. Muy mal servicio. Aguardo solución urgente.,1243
288,2025/03/18,Re: Re: falta producto,usuario@yahoo.com,San Miguel,No es la primera vez que pasa esto. Muy mal servicio. Aguardo solución urgente.,1243
289,"Jun 27, 2025",Error en la factura,usuario@yahoo.com,San Martín,Espero una pronta respuesta. Muy mal servicio. No es la primera vez que pasa esto.,1244
290,25/05/25,Entrega tarde otra vez,usuario@yahoo.com,José C. Paz,Muy mal servicio. No es la primera vez que pasa esto.,1245
291,2025-03-16 00:00,Demora nuevamente,cliente123@outlook.com,San Miguel,Espero una pronta respuesta. No es la primera vez que pasa esto.,1246
292,18/06/25,Problema con el repartidor,cliente123@outlook.com,Malvinas Argentinas,Muy mal servicio. Aguardo solución urgente.,1247
293,"May 17, 2025",No recibí mi pedido,cliente@gmail.com,San Martín,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Espero una pronta respuesta.",1248
294,2025-02-12 00:00,Reclamo por cobro,cliente123@outlook.com,San Martín,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. Muy mal servicio.",1249
295,26/02/25,Problema con el repartidor,cliente123@outlook.com,San Martín,Muy mal servicio. No es la primera vez que pasa esto. Aguardo solución urgente.,1250
296,2025-05-04 00:00,RECLAMO pedido no llego,reclamos@hotmail.com,Malvinas Argentinas,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1251
297,2025/03/21,Reclamo por cobro,cliente123@outlook.com,Tigre,"Muy mal servicio. Espero una pronta respuesta. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1252
298,"Jun 28, 2025",Demora nuevamente,reclamos@hotmail.com,San Isidro,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. Muy mal servicio.",1253
299,2025-06-15 00:00,Cobro incorrecto,usuario@yahoo.com,Tigre,No es la primera vez que pasa esto. Aguardo solución urgente. Muy mal servicio. Espero una pronta respuesta.,1254
300,"Mar 01, 2025",Demora nuevamente,usuario@yahoo.com,San Fernando,"Muy mal servicio. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1255
301,"Jun 01, 2025",Demora nuevamente,cliente123@outlook.com,Vicente López,"No es la primera vez que pasa esto. Aguardo solución urgente. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1256
302,18/05/25,Entrega tarde otra vez,reclamos@hotmail.com,San Martín,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1257
303,"Jun 21, 2025",Problema con el repartidor,reclamos@hotmail.com,Malvinas Argentinas,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Espero una pronta respuesta.",1258
304,08/06/25,Demora nuevamente,reclamos@hotmail.com,San Isidro,"No es la primera vez que pasa esto. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1259
305,30/01/25,Error en la factura,reclamos@hotmail.com,San Fernando,"Muy mal servicio. Aguardo solución urgente. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1260
306,19/04/25,No recibí mi pedido,cliente123@outlook.com,José C. Paz,No es la primera vez que pasa esto. Aguardo solución urgente. Muy mal servicio. Espero una pronta respuesta.,1261
307,2025/02/17,Re: Re: falta producto,cliente123@outlook.com,Vicente López,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Aguardo solución urgente.",1261
308,"Apr 09, 2025",MAL SERVICIO,cliente123@outlook.com,San Miguel,"Muy mal servicio. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1262
309,2025-05-25 00:00,Demora en entrega,usuario@yahoo.com,Escobar,Espero una pronta respuesta. No es la primera vez que pasa esto.,1263
310,"Feb 13, 2025",Error en la factura,cliente123@outlook.com,José C. Paz,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. No es la primera vez que pasa esto. Espero una pronta respuesta.",1264
311,23/04/25,Pedido NO entregado!!!,cliente123@outlook.com,San Isidro,"No es la primera vez que pasa esto. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1265
312,2025-03-31 00:00,Problema con el repartidor,cliente123@outlook.com,San Isidro,No es la primera vez que pasa esto. Espero una pronta respuesta.,1266
313,12/02/25,Re: Pedido incompleto,usuario@yahoo.com,Tigre,Aguardo solución urgente. Espero una pronta respuesta.,1266
314,02/06/25,Problema con el repartidor,reclamos@hotmail.com,Escobar,Aguardo solución urgente. Espero una pronta respuesta. Muy mal servicio.,1267
315,"Feb 04, 2025",Entrega tarde otra vez,cliente@gmail.com,Escobar,"No es la primera vez que pasa esto. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1268
316,"Mar 05, 2025",Cobro incorrecto,cliente123@outlook.com,San Fernando,Espero una pronta respuesta. Muy mal servicio. No es la primera vez que pasa esto. Aguardo solución urgente.,1269
317,2025-06-12 00:00,Demora en entrega,cliente123@outlook.com,José C. Paz,Espero una pronta respuesta. Aguardo solución urgente. No es la primera vez que pasa esto. Muy mal servicio.,1270
318,2025-05-29 00:00,Cobro incorrecto,cliente@gmail.com,San Miguel,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. No es la primera vez que pasa esto.",1271
319,20/04/25,MAL SERVICIO,cliente123@outlook.com,Escobar,Espero una pronta respuesta. Aguardo solución urgente. Muy mal servicio.,1272
320,"May 25, 2025",Re: Re: falta producto,reclamos@hotmail.com,Vicente López,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1272
321,01/02/25,RECLAMO pedido no llego,cliente123@outlook.com,San Miguel,Muy mal servicio. No es la primera vez que pasa esto.,1273
322,2025/06/16,Re: Re: falta producto,usuario@yahoo.com,Escobar,Espero una pronta respuesta. Aguardo solución urgente.,1273
323,06/04/25,Demora en entrega,cliente@gmail.com,Malvinas Argentinas,"Espero una pronta respuesta. No es la primera vez que pasa esto. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1274
324,01/01/25,Entrega tarde otra vez,cliente123@outlook.com,San Isidro,Aguardo solución urgente. No es la primera vez que pasa esto.,1275
325,2025-01-03 00:00,Demora nuevamente,reclamos@hotmail.com,San Isidro,"No es la primera vez que pasa esto. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1276
326,2025-04-09 00:00,Queja repartidor,cliente@gmail.com,San Isidro,"Espero una pronta respuesta. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1277
327,04/02/25,No recibí mi pedido,cliente@gmail.com,José C. Paz,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Muy mal servicio. Espero una pronta respuesta.",1278
328,10/06/25,MAL SERVICIO,cliente123@outlook.com,San Miguel,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1279
329,"Feb 01, 2025",Re: Re: falta producto,reclamos@hotmail.com,Malvinas Argentinas,No es la primera vez que pasa esto. Aguardo solución urgente. Muy mal servicio.,1279
330,2025/03/05,Demora en entrega,cliente@gmail.com,Escobar,Aguardo solución urgente. No es la primera vez que pasa esto.,1280
331,2025-03-17 00:00,No recibí mi pedido,usuario@yahoo.com,San Miguel,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Muy mal servicio.",1281
332,2025-05-16 00:00,Demora en entrega,reclamos@hotmail.com,San Martín,Muy mal servicio. Aguardo solución urgente.,1282
333,20/05/25,Reclamo por cobro,cliente123@outlook.com,San Isidro,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1283
334,09/03/25,RECLAMO pedido no llego,cliente@gmail.com,Vicente López,Aguardo solución urgente. Espero una pronta respuesta. Muy mal servicio.,1284
335,"Apr 19, 2025",Re: Pedido incompleto,cliente@gmail.com,José C. Paz,"Aguardo solución urgente. No es la primera vez que pasa esto. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1284
336,21/01/25,Error en la factura,usuario@yahoo.com,José C. Paz,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1285
337,2025-03-03 00:00,Re: Pedido incompleto,usuario@yahoo.com,San Isidro,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Espero una pronta respuesta.",1285
338,21/03/25,Pedido NO entregado!!!,cliente@gmail.com,Vicente López,"No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Aguardo solución urgente.",1286
339,2025/05/14,Reclamo por cobro,usuario@yahoo.com,San Martín,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1287
340,"Mar 27, 2025",RECLAMO pedido no llego,reclamos@hotmail.com,José C. Paz,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1288
341,2025/04/27,Servicio pésimo,cliente@gmail.com,San Miguel,"No es la primera vez que pasa esto. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1289
342,2025-05-27 00:00,Entrega tarde otra vez,usuario@yahoo.com,José C. Paz,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1290
343,"Jan 12, 2025",Queja repartidor,reclamos@hotmail.com,Malvinas Argentinas,"No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1291
344,2025/02/27,Re: Pedido incompleto,usuario@yahoo.com,Malvinas Argentinas,"Espero una pronta respuesta. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1291
345,2025-05-09 00:00,Entrega tarde otra vez,usuario@yahoo.com,Tigre,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Aguardo solución urgente. No es la primera vez que pasa esto.",1292
346,2025/03/21,Error en la factura,cliente@gmail.com,José C. Paz,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. Aguardo solución urgente.",1293
347,2025/05/25,Error en la factura,usuario@yahoo.com,San Miguel,"Aguardo solución urgente. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1294
348,2025-02-08 00:00,Queja repartidor,cliente123@outlook.com,Vicente López,Aguardo solución urgente. Espero una pronta respuesta.,1295
349,2025-03-27 00:00,RECLAMO pedido no llego,cliente123@outlook.com,Escobar,No es la primera vez que pasa esto. Aguardo solución urgente.,1296
350,2025-05-06 00:00,Re: Pedido incompleto,usuario@yahoo.com,Escobar,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1296
351,2025/06/29,Re: Pedido incompleto,cliente123@outlook.com,San Isidro,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Espero una pronta respuesta. Muy mal servicio.",1296
352,2025-06-01 00:00,Demora en entrega,cliente123@outlook.com,San Fernando,Espero una pronta respuesta. Aguardo solución urgente.,1297
353,2025/04/11,Cobro incorrecto,reclamos@hotmail.com,San Miguel,"No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1298
354,2025-05-30 00:00,Re: Re: falta producto,usuario@yahoo.com,San Isidro,Muy mal servicio. Aguardo solución urgente.,1298
355,2025-04-15 00:00,Cobro incorrecto,reclamos@hotmail.com,Tigre,Espero una pronta respuesta. Muy mal servicio. No es la primera vez que pasa esto.,1299
356,24/01/25,Entrega tarde otra vez,reclamos@hotmail.com,Vicente López,Espero una pronta respuesta. No es la primera vez que pasa esto.,1300
357,2025/03/05,Demora en entrega,cliente123@outlook.com,José C. Paz,Espero una pronta respuesta. Aguardo solución urgente.,1301
358,"Jan 08, 2025",Pedido incompleto,cliente123@outlook.com,José C. Paz,"Aguardo solución urgente. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1302
359,2025-02-05 00:00,Entrega tarde otra vez,cliente@gmail.com,Vicente López,No es la primera vez que pasa esto. Aguardo solución urgente.,1303
360,2025-04-06 00:00,No recibí mi pedido,reclamos@hotmail.com,San Isidro,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1304
361,2025-02-02 00:00,Demora nuevamente,reclamos@hotmail.com,San Isidro,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1305
362,"May 27, 2025",Pedido incompleto,cliente123@outlook.com,San Miguel,Muy mal servicio. Aguardo solución urgente.,1306
363,01/04/25,Pedido incompleto,usuario@yahoo.com,Escobar,"Muy mal servicio. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1307
364,2025/06/15,Queja repartidor,cliente123@outlook.com,Malvinas Argentinas,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. No es la primera vez que pasa esto.",1308
365,"Feb 05, 2025",No recibí mi pedido,usuario@yahoo.com,José C. Paz,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1309
366,"Apr 02, 2025",No recibí mi pedido,cliente123@outlook.com,San Martín,Aguardo solución urgente. Espero una pronta respuesta. No es la primera vez que pasa esto. Muy mal servicio.,1310
367,2025/01/07,Pedido incompleto,usuario@yahoo.com,Vicente López,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Espero una pronta respuesta.",1311
368,30/05/25,Reclamo por cobro,usuario@yahoo.com,San Isidro,No es la primera vez que pasa esto. Espero una pronta respuesta.,1312
369,"Feb 26, 2025",Pedido NO entregado!!!,reclamos@hotmail.com,San Fernando,No es la primera vez que pasa esto. Espero una pronta respuesta.,1313
370,2025-06-01 00:00,Reclamo por cobro,reclamos@hotmail.com,San Fernando,No es la primera vez que pasa esto. Muy mal servicio. Espero una pronta respuesta. Aguardo solución urgente.,1314
371,2025-05-06 00:00,Pedido incompleto,cliente@gmail.com,Vicente López,Aguardo solución urgente. No es la primera vez que pasa esto.,1315
372,"May 15, 2025",RECLAMO pedido no llego,cliente@gmail.com,San Martín,"No es la primera vez que pasa esto. Aguardo solución urgente. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1316
373,2025-01-16 00:00,Cobro incorrecto,usuario@yahoo.com,San Fernando,Aguardo solución urgente. Espero una pronta respuesta.,1317
374,"Apr 06, 2025",Demora en entrega,cliente@gmail.com,San Martín,"Espero una pronta respuesta. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1318
375,"Jun 13, 2025",Re: Pedido incompleto,reclamos@hotmail.com,San Fernando,"Aguardo solución urgente. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1318
376,2025/03/20,No recibí mi pedido,usuario@yahoo.com,San Fernando,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Espero una pronta respuesta. Aguardo solución urgente.",1319
377,2025/06/04,Pedido incompleto,usuario@yahoo.com,San Isidro,No es la primera vez que pasa esto. Espero una pronta respuesta. Muy mal servicio.,1320
378,2025/03/02,Demora en entrega,reclamos@hotmail.com,San Fernando,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. No es la primera vez que pasa esto. Aguardo solución urgente.",1321
379,23/02/25,Problema con el repartidor,cliente@gmail.com,San Martín,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. Muy mal servicio.",1322
380,"Apr 23, 2025",No recibí mi pedido,usuario@yahoo.com,Malvinas Argentinas,Muy mal servicio. Espero una pronta respuesta. Aguardo solución urgente.,1323
381,"Jan 26, 2025",No recibí mi pedido,usuario@yahoo.com,San Fernando,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. No es la primera vez que pasa esto.",1324
382,2025/03/23,RECLAMO pedido no llego,cliente@gmail.com,San Isidro,"No es la primera vez que pasa esto. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1325
383,2025-05-21 00:00,Demora en entrega,reclamos@hotmail.com,San Miguel,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Espero una pronta respuesta. Aguardo solución urgente.",1326
384,2025-02-10 00:00,Re: Pedido incompleto,cliente@gmail.com,San Martín,No es la primera vez que pasa esto. Muy mal servicio.,1326
385,2025/06/19,Problema con el repartidor,reclamos@hotmail.com,Tigre,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1327
386,2025-02-09 00:00,Servicio pésimo,reclamos@hotmail.com,Vicente López,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. Muy mal servicio.",1328
387,2025-02-21 00:00,Servicio pésimo,cliente@gmail.com,Tigre,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1329
388,2025/01/30,Servicio pésimo,cliente123@outlook.com,San Miguel,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1330
389,2025/02/17,No recibí mi pedido,cliente123@outlook.com,San Martín,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1331
390,"Apr 23, 2025",Problema con el repartidor,reclamos@hotmail.com,Tigre,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1332
391,2025/01/22,Entrega tarde otra vez,cliente123@outlook.com,Tigre,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Espero una pronta respuesta. No es la primera vez que pasa esto.",1333
392,27/05/25,Servicio pésimo,cliente123@outlook.com,Escobar,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1334
393,"Jan 31, 2025",Re: Re: falta producto,usuario@yahoo.com,San Fernando,No es la primera vez que pasa esto. Aguardo solución urgente.,1334
394,2025-04-19 00:00,Pedido NO entregado!!!,cliente123@outlook.com,Tigre,"No es la primera vez que pasa esto. Espero una pronta respuesta. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1335
395,"Apr 10, 2025",Demora en entrega,reclamos@hotmail.com,Escobar,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. No es la primera vez que pasa esto.",1336
396,17/04/25,Entrega tarde otra vez,usuario@yahoo.com,San Isidro,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1337
397,2025/05/18,Error en la factura,cliente123@outlook.com,Escobar,"Muy mal servicio. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1338
398,"Mar 12, 2025",Pedido incompleto,usuario@yahoo.com,Malvinas Argentinas,Muy mal servicio. Espero una pronta respuesta.,1339
399,"Jan 13, 2025",Queja repartidor,reclamos@hotmail.com,San Martín,Espero una pronta respuesta. Aguardo solución urgente.,1340
400,"Mar 13, 2025",Error en la factura,cliente@gmail.com,Tigre,Espero una pronta respuesta. Muy mal servicio.,1341
401,"Mar 10, 2025",Cobro incorrecto,cliente@gmail.com,Tigre,No es la primera vez que pasa esto. Muy mal servicio. Espero una pronta respuesta.,1342
402,2025/05/13,Servicio pésimo,cliente@gmail.com,José C. Paz,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1343
403,2025-02-04 00:00,No recibí mi pedido,usuario@yahoo.com,Tigre,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1344
404,2025-04-27 00:00,Pedido NO entregado!!!,reclamos@hotmail.com,Tigre,Espero una pronta respuesta. Muy mal servicio. Aguardo solución urgente.,1345
405,2025-06-12 00:00,No recibí mi pedido,cliente@gmail.com,Tigre,"Muy mal servicio. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1346
406,2025/05/31,Servicio pésimo,reclamos@hotmail.com,San Fernando,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. Aguardo solución urgente.",1347
407,13/01/25,No recibí mi pedido,usuario@yahoo.com,Tigre,No es la primera vez que pasa esto. Aguardo solución urgente. Muy mal servicio. Espero una pronta respuesta.,1348
408,2025-06-24 00:00,RECLAMO pedido no llego,cliente123@outlook.com,San Fernando,"No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Aguardo solución urgente.",1349
409,2025/06/14,Error en la factura,cliente123@outlook.com,Malvinas Argentinas,"Muy mal servicio. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1350
410,"Mar 19, 2025",Demora nuevamente,cliente@gmail.com,Vicente López,"Espero una pronta respuesta. Aguardo solución urgente. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1351
411,2025/01/17,Servicio pésimo,reclamos@hotmail.com,San Martín,"Espero una pronta respuesta. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1352
412,13/05/25,Re: Re: falta producto,cliente@gmail.com,Malvinas Argentinas,"Espero una pronta respuesta. No es la primera vez que pasa esto. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1352
413,2025/03/17,Servicio pésimo,cliente123@outlook.com,Malvinas Argentinas,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Muy mal servicio.",1353
414,"Jun 25, 2025",Queja repartidor,reclamos@hotmail.com,José C. Paz,No es la primera vez que pasa esto. Aguardo solución urgente. Muy mal servicio.,1354
415,01/05/25,Entrega tarde otra vez,reclamos@hotmail.com,José C. Paz,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1355
416,01/04/25,Queja repartidor,reclamos@hotmail.com,Malvinas Argentinas,Espero una pronta respuesta. Aguardo solución urgente. Muy mal servicio.,1356
417,2025-04-29 00:00,Error en la factura,cliente123@outlook.com,Vicente López,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Muy mal servicio.",1357
418,"Jun 24, 2025",Entrega tarde otra vez,reclamos@hotmail.com,Malvinas Argentinas,No es la primera vez que pasa esto. Aguardo solución urgente.,1358
419,"Mar 29, 2025",MAL SERVICIO,cliente123@outlook.com,San Fernando,"No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1359
420,11/06/25,Cobro incorrecto,reclamos@hotmail.com,Vicente López,Muy mal servicio. Espero una pronta respuesta.,1360
421,13/02/25,MAL SERVICIO,cliente123@outlook.com,San Isidro,Aguardo solución urgente. Muy mal servicio.,1361
422,"Apr 14, 2025",Re: Pedido incompleto,cliente123@outlook.com,Malvinas Argentinas,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1361
423,2025/01/04,Reclamo por cobro,usuario@yahoo.com,Vicente López,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Aguardo solución urgente. Muy mal servicio.",1362
424,2025-02-03 00:00,Error en la factura,cliente123@outlook.com,José C. Paz,"Espero una pronta respuesta. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1363
425,"Mar 16, 2025",Error en la factura,reclamos@hotmail.com,Malvinas Argentinas,No es la primera vez que pasa esto. Espero una pronta respuesta. Aguardo solución urgente. Muy mal servicio.,1364
426,"Feb 12, 2025",MAL SERVICIO,cliente@gmail.com,Tigre,No es la primera vez que pasa esto. Aguardo solución urgente.,1365
427,31/05/25,RECLAMO pedido no llego,cliente@gmail.com,San Martín,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Espero una pronta respuesta. No es la primera vez que pasa esto.",1366
428,2025-06-02 00:00,Pedido NO entregado!!!,cliente@gmail.com,Vicente López,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1367
429,2025-04-08 00:00,Demora nuevamente,reclamos@hotmail.com,San Miguel,"No es la primera vez que pasa esto. Aguardo solución urgente. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1368
